@relation 'database2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13'

@attribute Mean_Nx numeric
@attribute Mean_Ny numeric
@attribute Mean_Nz numeric
@attribute Mean_Curvature numeric
@attribute OBB_Width numeric
@attribute OBB_Height numeric
@attribute OBB_Depth numeric
@attribute Major_Axis_Horizontal numeric
@attribute Major_Axis_Vertical numeric
@attribute Convex_Hull_Volume numeric
@attribute Surface_Area numeric
@attribute Concavity numeric
@attribute Target numeric

@data
0.093983,0.011341,0.14867,0.178453,0.176,0.001648,0.178453,0.14867,0,0.018919,1.290931,0.003114,0
0.097744,0.011944,0.158025,0.179025,0.183,0.001774,0.183,0.158025,0,0.019602,1.277014,0.003106,0
0.101431,0.011661,0.149983,0.178246,0.18,0.001634,0.18,0.149983,0,0.018855,1.291666,0.003077,0
0.095913,0.011417,0.154092,0.178546,0.174,0.001602,0.178546,0.154092,0,0.019114,1.265889,0.003067,0
0.096566,0.011206,0.157069,0.177878,0.181,0.001692,0.181,0.157069,0,0.019238,1.280892,0.003071,0
0.094234,0.01161,0.145268,0.17843,0.178,0.001644,0.17843,0.145268,0,0.018789,1.299001,0.003066,0
0.097975,0.011379,0.171841,0.178269,0.175,0.001681,0.178269,0.171841,-0,0.019288,1.274724,0.00311,0
0.09732,0.011879,0.173025,0.17843,0.18,0.001802,0.18,0.173025,-0,0.019668,1.279375,0.003072,0
0.097913,0.011445,0.147185,0.177878,0.184,0.00169,0.184,0.147185,-0,0.019172,1.284757,0.003068,0
0.098395,0.011577,0.173519,0.178032,0.178,0.001797,0.178032,0.173519,0,0.019532,1.28718,0.003091,0
0.149586,0.012022,0.138212,0.177007,0.19,0.001084,0.19,0.138212,-0,0.014376,1.477575,0.002934,0
0.151464,0.011949,0.139822,0.176789,0.19,0.001052,0.19,0.139822,-0,0.014119,1.489503,0.002913,0
0.150765,0.012001,0.137279,0.178067,0.196,0.001071,0.196,0.137279,0,0.014258,1.48362,0.002923,0
0.152396,0.011994,0.13712,0.177007,0.197,0.001492,0.197,0.13712,-0,0.017677,1.336778,0.002921,0
0.150337,0.011563,0.137398,0.177987,0.203,0.001097,0.203,0.137398,0,0.014476,1.473306,0.002951,0
0.151152,0.012123,0.136698,0.178179,0.207,0.00157,0.207,0.136698,-0,0.017986,1.336167,0.002933,0
0.152083,0.012254,0.13777,0.177987,0.196,0.001068,0.196,0.13777,0,0.014295,1.478538,0.002882,0
0.149818,0.012315,0.135425,0.178643,0.192,0.001547,0.192,0.135425,0,0.01808,1.322886,0.002932,0
0.149811,0.012037,0.135802,0.177063,0.192,0.001451,0.192,0.135802,0,0.017402,1.345243,0.00293,0
0.150158,0.011866,0.127436,0.178441,0.17,0.001034,0.178441,0.127436,0,0.014653,1.427022,0.002911,0
0.386967,0.015661,0.057375,0.173255,0.067,0.000187,0.173255,0.057375,-0,0.008065,1.465818,0.00198,0
0.356522,0.015077,0.167812,0.173103,0.084,0.000403,0.173103,0.084,0,0.009544,1.599819,0.002036,0
0.35001,0.015739,0.05613,0.173047,0.066,0.000178,0.173047,0.05613,0,0.007955,1.46357,0.001977,0
0.350813,0.016352,0.064008,0.173255,0.067,0.000204,0.173255,0.064008,0,0.00842,1.444635,0.001991,0
0.419464,0.015476,0.076312,0.173255,0.076,0.000335,0.173255,0.076,-0,0.010299,1.394539,0.002041,0
0.376406,0.015635,0.054321,0.173255,0.067,0.000176,0.173255,0.054321,0,0.007952,1.457352,0.001988,0
0.402287,0.015893,0.158267,0.173282,0.074,0.000583,0.173282,0.074,-0,0.012498,1.382318,0.002058,0
0.37438,0.015706,0.111285,0.173255,0.095,0.000529,0.173255,0.095,0,0.012645,1.322445,0.001986,0
0.435435,0.016394,0.141208,0.173093,0.085,0.000501,0.173093,0.085,-0,0.01141,1.439666,0.001987,0
0.413534,0.016618,0.139769,0.173236,0.152,0.000922,0.173236,0.139769,0,0.015355,1.310757,0.002061,0
0.540356,0.011886,0.178683,0.179182,0.187,0.001877,0.187,0.178683,0,0.020307,1.256049,0.003173,0
0.53717,0.012444,0.157404,0.179182,0.188,0.001715,0.188,0.157404,-0,0.01962,1.261664,0.003176,0
0.542211,0.012835,0.157385,0.17906,0.18,0.001735,0.18,0.157385,-0,0.019599,1.267763,0.003155,0
0.538855,0.012358,0.157794,0.178878,0.184,0.001741,0.184,0.157794,0,0.01973,1.260812,0.00316,0
0.543868,0.012276,0.157404,0.178819,0.185,0.001747,0.185,0.157404,-0,0.019712,1.263515,0.003161,0
0.537174,0.01264,0.157599,0.17906,0.186,0.001702,0.186,0.157599,-0,0.019436,1.270249,0.003206,0
0.536211,0.012505,0.157599,0.179182,0.154,0.000916,0.179182,0.154,0,0.013157,1.526232,0.003135,0
0.547007,0.012313,0.19753,0.179189,0.177,0.001923,0.19753,0.177,-0,0.020383,1.261659,0.003152,0
0.541244,0.012229,0.159347,0.178942,0.183,0.001744,0.183,0.159347,0,0.019747,1.260569,0.003151,0
0.541652,0.012612,0.162173,0.178997,0.182,0.001783,0.182,0.162173,-0,0.019931,1.258019,0.003163,0
0.480776,0.012494,0.191282,0.178542,0.085,0.000654,0.191282,0.085,0,0.009909,1.811272,0.003155,0
0.48062,0.012647,0.194626,0.178319,0.118,0.001225,0.194626,0.118,0,0.015523,1.425465,0.003181,0
0.479618,0.012658,0.191765,0.178509,0.155,0.001505,0.191765,0.155,0,0.017777,1.333121,0.003194,0
0.484023,0.012647,0.194952,0.178434,0.155,0.001536,0.194952,0.155,0,0.017868,1.335277,0.003183,0
0.479943,0.012528,0.193622,0.178358,0.152,0.001169,0.193622,0.152,0,0.014917,1.460218,0.003178,0
0.480727,0.012251,0.19202,0.178542,0.15,0.001155,0.19202,0.15,0,0.014774,1.46844,0.003196,0
0.480531,0.012458,0.19155,0.178358,0.084,0.000653,0.19155,0.084,0,0.00984,1.823508,0.003165,0
0.480433,0.012571,0.190777,0.178325,0.083,0.000633,0.190777,0.083,-0,0.009588,1.8515,0.003162,0
0.484483,0.012442,0.193126,0.178358,0.143,0.001459,0.193126,0.143,0,0.017362,1.350983,0.003177,0
0.482654,0.012422,0.192591,0.178174,0.146,0.001474,0.192591,0.146,-0,0.017541,1.341571,0.003164,0
0.235694,0.01483,0.074301,0.134879,0.048,0.000199,0.134879,0.048,-0,0.008519,1.417117,0.002377,1
0.29741,0.016576,0.074779,0.134616,0.036,0.000125,0.134616,0.036,0,0.005861,1.764007,0.002233,1
0.383388,0.017034,0.072707,0.134309,0.033,0.000123,0.134309,0.033,0,0.005891,1.745617,0.002247,1
0.453014,0.013775,0.073668,0.135,0.045,0.000195,0.135,0.045,0,0.008174,1.466196,0.002348,1
0.454119,0.014754,0.073405,0.134824,0.044,0.0002,0.134824,0.044,-0,0.008336,1.449941,0.002345,1
0.476688,0.018201,0.066636,0.134385,0.064,0.000175,0.134385,0.064,-0,0.008129,1.422043,0.002247,1
0.39376,0.01776,0.047543,0.133569,0.02,0.000039,0.133569,0.02,-0,0.003513,1.995784,0.002103,1
0.387815,0.018232,0.048749,0.133569,0.022,0.000047,0.133569,0.022,0,0.004069,1.829423,0.002116,1
0.39112,0.018781,0.049985,0.133953,0.049,0.000083,0.133953,0.049,-0,0.005914,1.526035,0.002202,1
0.374091,0.018065,0.044997,0.132824,0.059,0.000121,0.132824,0.044997,0,0.007048,1.452308,0.002267,1
0.041795,0.02009,0.057596,0.133014,0.068,0.000179,0.133014,0.057596,0,0.008105,1.436851,0.002391,1
0.064584,0.017035,0.057061,0.132781,0.071,0.000184,0.132781,0.057061,-0,0.007872,1.493431,0.002598,1
